missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,FighterResult,Decision,Rnd,Time,Event,OpponentID,FighterID,SDBL/A_Fighter,SDHL/A_Fighter,SDLL/A_Fighter,TSL_Fighter,TSA_Fighter,SSL_Fighter,SSA_Fighter,TSL-TSA_Fighter,KD_Fighter,%BODY_Fighter,%HEAD_Fighter,%LEG_Fighter,SCBL_Fighter,SCBA_Fighter,SCHL_Fighter,SCHA_Fighter,SCLL_Fighter,SCLA_Fighter,RV_Fighter,SR_Fighter,TDL_Fighter,TDA_Fighter,TDS_Fighter,TK ACC_Fighter,SGBL_Fighter,SGBA_Fighter,SGHL_Fighter,SGHA_Fighter,SGLL_Fighter,SGLA_Fighter,AD_Fighter,ADTB_Fighter,ADHG_Fighter,ADTM_Fighter,ADTS_Fighter,SM_Fighter,SDBL_Fighter,SDBA_Fighter,SDHL_Fighter,SDHA_Fighter,SDLL_Fighter,SDLA_Fighter,SDBL/A_Opponent,SDHL/A_Opponent,SDLL/A_Opponent,TSL_Opponent,TSA_Opponent,SSL_Opponent,SSA_Opponent,TSL-TSA_Opponent,KD_Opponent,%BODY_Opponent,%HEAD_Opponent,%LEG_Opponent,SCBL_Opponent,SCBA_Opponent,SCHL_Opponent,SCHA_Opponent,SCLL_Opponent,SCLA_Opponent,RV_Opponent,SR_Opponent,TDL_Opponent,TDA_Opponent,TDS_Opponent,TK ACC_Opponent,SGBL_Opponent,SGBA_Opponent,SGHL_Opponent,SGHA_Opponent,SGLL_Opponent,SGLA_Opponent,AD_Opponent,ADTB_Opponent,ADHG_Opponent,ADTM_Opponent,ADTS_Opponent,SM_Opponent,SDBL_Opponent,SDBA_Opponent,SDHL_Opponent,SDHA_Opponent,SDLL_Opponent,SDLA_Opponent
False,2020-06-06,felicia spencer,amanda nunes,43%,57%,+350,-450,+450,-600,+460,-670,-,-,+400,-599,0.21359223300970873,Amanda Nunes,L,Decision - Unanimous,5,5:00,UFC 250: Nunes vs. Spencer,2516131/amanda-nunes,3923488/felicia-spencer,5/7,21/97,10/14,70.0,161.0,42.0,130.0,0.43479999999999996,0.0,0.78,0.23,0.73,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,21.0,97.0,10.0,14.0,11/18,61/133,19/22,132.0,222.0,124.0,214.0,0.5946,0.0,0.65,0.53,0.88,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.286,6.0,7.0,2.0,0.86,2.0,2.0,28.0,36.0,2.0,2.0,5.0,1.0,1.0,0.0,3.0,1.0,11.0,18.0,61.0,133.0,19.0,22.0
False,2020-06-13,christian aguilera,anthony ivy,61%,39%,+170,-200,+188,-225,+159,-200,-,-,+160,-200,0.35714285714285715,Anthony Ivy,W,KO/TKO,1,0:59,UFC Fight Night: Eye vs. Calvillo,4058830/anthony-ivy,3953379/christian-aguilera,1/1,9/22,0/0,10.0,23.0,10.0,23.0,0.43479999999999996,0.0,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2020-06-13,zarrukh adashev,tyson nam,-,-,+110,-130,+125,-150,+110,-136,-,-,+120,-149,0.4572564612326044,Tyson Nam,L,KO/TKO,1,0:32,UFC Fight Night: Eye vs. Calvillo,2976026/tyson-nam,4683807/zarrukh-adashev,0/0,1/5,1/1,2.0,6.0,2.0,6.0,0.3333,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0/0,1/2,0/0,2.0,3.0,2.0,3.0,0.6667000000000001,1.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
False,2020-06-13,gina mazany,julia avila,43%,57%,+370,-470,+500,-700,+420,-625,-,-,+400,-549,0.20510975170924794,Julia Avila,L,KO/TKO,1,0:22,UFC Fight Night: Eye vs. Calvillo,3117376/julia-avila,4082113/gina-mazany,0/0,1/3,0/0,2.0,4.0,2.0,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0/0,1/6,0/0,11.0,22.0,11.0,20.0,0.5,0.0,1.0,0.53,0.0,1.0,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
False,2020-06-13,gustavo lopez,merab dvalishvili,-,-,+550,-800,+550,-800,+560,-910,-,-,+450,-699,0.1475409836065574,Merab Dvalishvili,L,Decision - Unanimous,3,5:00,UFC Fight Night: Eye vs. Calvillo,3948572/merab-dvalishvili,3154766/gustavo-lopez,3/3,5/36,2/4,49.0,103.0,14.0,57.0,0.4757,0.0,1.0,0.11,0.67,2.0,2.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,36.0,2.0,4.0,3/4,13/42,7/8,110.0,187.0,73.0,128.0,0.5882000000000001,0.0,0.87,0.48,0.93,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,13.0,18.0,0.0,0.72,10.0,11.0,32.0,55.0,5.0,5.0,14.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,13.0,42.0,7.0,8.0
False,2020-06-13,hannah cifers,mariya agapova,33%,67%,+190,-225,+250,-333,+275,-360,-,-,+225,-300,0.33248081841432225,Mariya Agapova,L,Submission,1,2:42,UFC Fight Night: Eye vs. Calvillo,4426285/mariya-agapova,3115958/hannah-cifers,1/3,4/16,2/4,14.0,36.0,11.0,32.0,0.3889,0.0,0.6,0.19,0.67,2.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,16.0,2.0,4.0,1/1,17/33,1/1,36.0,59.0,29.0,52.0,0.6102000000000001,1.0,0.8,0.49,1.0,7.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,33.0,1.0,1.0
False,2020-06-13,mark de la rosa,jordan espinosa,50%,50%,+145,-170,+150,-175,+145,-182,-,-,+130,-163,0.39329934450109244,Jordan Espinosa,L,Decision - Unanimous,3,5:00,UFC Fight Night: Eye vs. Calvillo,4054622/jordan-espinosa,4044058/mark-de-la-rosa,12/19,13/74,7/9,43.0,127.0,37.0,118.0,0.3386,0.0,0.63,0.18,0.58,0.0,0.0,1.0,6.0,4.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,13.0,74.0,7.0,9.0,6/6,48/94,15/17,188.0,254.0,126.0,185.0,0.7402,0.0,0.94,0.62,0.9,8.0,9.0,29.0,35.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.67,2.0,2.0,16.0,20.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,48.0,94.0,15.0,17.0
False,2020-06-13,charles jourdain,andre fili,53%,47%,+190,-225,+188,-225,+180,-225,-,-,+160,-200,0.33248081841432225,Andre Fili,L,Decision - Split,3,5:00,UFC Fight Night: Eye vs. Calvillo,3074464/andre-fili,4421978/charles-jourdain,15/31,25/81,21/21,65.0,142.0,62.0,138.0,0.45770000000000005,1.0,0.47,0.31,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,25.0,81.0,21.0,21.0,5/10,34/151,3/4,52.0,183.0,44.0,171.0,0.2842,0.0,0.5,0.23,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.83,0.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,5.0,10.0,34.0,151.0,3.0,4.0
False,2020-06-13,charles rosa,kevin aguilar,43%,57%,+145,-170,+150,-175,+140,-177,-,-,+140,-200,0.39329934450109244,Kevin Aguilar,W,Decision - Split,3,5:00,UFC Fight Night: Eye vs. Calvillo,2555540/kevin-aguilar,3153125/charles-rosa,15/26,33/119,21/28,69.0,173.0,69.0,173.0,0.39880000000000004,0.0,0.58,0.28,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,33.0,119.0,21.0,28.0,17/22,31/104,2/4,53.0,135.0,53.0,135.0,0.3926,0.0,0.77,0.31,0.5,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,31.0,104.0,2.0,4.0
False,2020-06-13,karl roberson,marvin vettori,53%,47%,+175,-205,+170,-200,+168,-215,-,-,+175,-225,0.3510791366906475,Marvin Vettori,L,Submission,1,4:17,UFC Fight Night: Eye vs. Calvillo,4001851/marvin-vettori,4236954/karl-roberson,0/0,4/16,0/0,4.0,16.0,4.0,16.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0/0,2/12,0/0,60.0,79.0,45.0,64.0,0.7595000000000001,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.67,0.0,0.0,43.0,52.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0
False,2020-06-13,cynthia calvillo,jessica eye,50%,50%,-115,-105,-150,+125,-143,+118,-,-,-138,+110,0.5108342361863488,Jessica Eye,W,Decision - Unanimous,5,5:00,UFC Fight Night: Eye vs. Calvillo,3005099/jessica-eye,4085155/cynthia-calvillo,31/47,70/174,4/4,150.0,294.0,113.0,237.0,0.5102,0.0,0.67,0.42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.57,0.0,0.0,7.0,11.0,0.0,0.0,8.0,3.0,4.0,0.0,1.0,0.0,31.0,47.0,70.0,174.0,4.0,4.0,9/16,59/258,1/2,70.0,283.0,70.0,280.0,0.2473,0.0,0.59,0.23,0.5,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,59.0,258.0,1.0,2.0
False,2020-06-20,austin hubbard,max rohskopf,50%,50%,+150,-175,+163,-188,+155,-195,-,-,-,-,0.3859649122807018,Max Rohskopf,W,TKO - Doctor's Stoppage,2,5:00,UFC Fight Night: Blaydes vs. Volkov,4609178/max-rohskopf,4397797/austin-hubbard,13/27,27/52,15/17,59.0,102.0,58.0,101.0,0.5784,0.0,0.5,0.52,0.88,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,27.0,52.0,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2020-06-20,roxanne modafferi,lauren murphy,46%,54%,-142,+122,-110,-110,-117,-107,-,-,-125,+100,0.5657167468236307,Lauren Murphy,L,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,3075001/lauren-murphy,2504943/roxanne-modafferi,2/11,33/146,4/6,71.0,206.0,44.0,174.0,0.3447,0.0,0.33,0.22,0.71,3.0,4.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,33.0,146.0,4.0,6.0,5/9,42/122,18/19,92.0,178.0,72.0,158.0,0.5169,0.0,0.67,0.36,0.95,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.67,0.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,42.0,122.0,18.0,19.0
False,2020-06-20,justin jaynes,frank camacho,-,-,+270,-330,+250,-333,+260,-345,-,-,+260,-350,0.26044821320411876,Frank Camacho,W,KO/TKO,1,0:41,UFC Fight Night: Blaydes vs. Volkov,3115841/frank-camacho,3112009/justin-jaynes,2/2,8/20,0/0,16.0,30.0,16.0,30.0,0.5333,1.0,1.0,0.5,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,20.0,0.0,0.0,0/1,4/14,0/0,4.0,15.0,4.0,15.0,0.2667,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,0.0,0.0
False,2020-06-20,cortney casey,gillian robertson,51%,49%,+115,-135,+100,-125,-106,-118,-,-,-105,-120,0.447405997144217,Gillian Robertson,L,Submission,3,4:36,UFC Fight Night: Blaydes vs. Volkov,4089026/gillian-robertson,3910104/cortney-casey,1/2,15/46,4/5,113.0,153.0,22.0,55.0,0.7386,0.0,0.67,0.34,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,46.0,4.0,5.0,1/3,3/25,4/5,41.0,72.0,21.0,50.0,0.5694,0.0,0.5,0.37,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.75,1.0,1.0,11.0,15.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,25.0,4.0,5.0
False,2020-06-20,oskar piechota,marc-andre barriault,40%,60%,-140,+110,+110,-138,-106,-118,-,-,-105,-115,0.550561797752809,Marc-Andre Barriault,D,No Contest,2,4:50,UFC Fight Night: Blaydes vs. Volkov,4415883/marc-andre-barriault,4084364/oskar-piechota,5/6,25/70,3/4,38.0,85.0,37.0,84.0,0.4471,0.0,0.88,0.38,0.75,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,25.0,70.0,3.0,4.0,3/5,27/77,7/8,74.0,137.0,74.0,137.0,0.5401,1.0,0.71,0.5,0.89,2.0,2.0,20.0,26.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,27.0,77.0,7.0,8.0
False,2020-06-20,tecia torres,brianna van buren,54%,46%,+184,-214,+188,-225,+180,-230,-,-,+175,-250,0.34065266446797426,Brianna Van Buren,W,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,3041602/brianna-van-buren,3032972/tecia-torres,17/18,27/107,11/11,111.0,199.0,74.0,160.0,0.5578,0.0,0.96,0.33,1.0,4.0,4.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,27.0,107.0,11.0,11.0,7/8,7/37,4/6,37.0,71.0,34.0,68.0,0.5211,0.0,0.96,0.22,0.67,14.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,7.0,37.0,4.0,6.0
False,2020-06-20,clay guida,bobby green,59%,41%,+200,-235,+225,-275,+215,-278,-,-,+175,-250,0.32211538461538464,Bobby Green,L,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,2502364/bobby-green,2335674/clay-guida,1/5,10/45,12/14,27.0,69.0,23.0,65.0,0.39130000000000004,0.0,0.2,0.22,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,45.0,12.0,14.0,14/21,30/87,11/11,90.0,158.0,85.0,150.0,0.5696,0.0,0.82,0.4,1.0,13.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.67,9.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,21.0,30.0,87.0,11.0,11.0
False,2020-06-20,jim miller,roosevelt roberts,48%,52%,+190,-225,+200,-250,+185,-240,-,-,+200,-250,0.33248081841432225,Roosevelt Roberts,W,Submission,1,2:25,UFC Fight Night: Blaydes vs. Volkov,4354423/roosevelt-roberts,2335718/jim-miller,0/0,0/0,1/1,9.0,10.0,2.0,3.0,0.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0/1,0/0,0/0,7.0,8.0,1.0,2.0,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
False,2020-06-20,lyman good,belal muhammad,43%,57%,+123,-143,+100,-125,+105,-130,-,-,+110,-138,0.43246898859207317,Belal Muhammad,L,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,3172112/belal-muhammad,2525099/lyman-good,10/13,49/136,5/6,84.0,175.0,81.0,172.0,0.48,0.0,0.88,0.38,0.83,12.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,49.0,136.0,5.0,6.0,10/12,53/137,10/11,86.0,176.0,82.0,172.0,0.4886,0.0,0.88,0.4,0.91,4.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,53.0,137.0,10.0,11.0
False,2020-06-20,marion reneau,raquel pennington,38%,62%,+113,-133,+180,-220,+170,-225,-,-,+150,-188,0.4512967518255245,Raquel Pennington,L,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,2995167/raquel-pennington,3117374/marion-reneau,4/9,12/68,6/7,81.0,154.0,46.0,117.0,0.526,0.0,0.8,0.24,0.86,16.0,16.0,8.0,17.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,68.0,6.0,7.0,8/11,40/79,3/3,118.0,165.0,107.0,154.0,0.7152,0.0,0.92,0.56,1.0,38.0,39.0,11.0,14.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,40.0,79.0,3.0,3.0
False,2020-06-20,josh emmett,shane burgos,51%,49%,+120,-140,+150,-175,+130,-162,-,-,+135,-167,0.43795620437956206,Shane Burgos,W,Decision - Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,4076470/shane-burgos,4011299/josh-emmett,14/19,84/211,13/13,136.0,275.0,127.0,266.0,0.49450000000000005,2.0,0.76,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,84.0,211.0,13.0,13.0,18/30,63/169,40/44,148.0,270.0,128.0,250.0,0.5481,0.0,0.62,0.39,0.91,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,63.0,169.0,40.0,44.0
False,2020-06-20,alexander volkov,curtis blaydes,57%,43%,+230,-270,+300,-400,+315,-420,-,-,+300,-400,0.2934179222839017,Curtis Blaydes,L,Decision - Unanimous,5,5:00,UFC Fight Night: Blaydes vs. Volkov,3922557/curtis-blaydes,2993650/alexander-volkov,6/12,22/61,3/3,127.0,177.0,31.0,77.0,0.7175,0.0,0.5,0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,22.0,61.0,3.0,3.0,0/1,24/45,6/6,116.0,163.0,69.0,99.0,0.7117,0.0,0.78,0.57,0.93,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,14.0,25.0,0.0,0.56,4.0,5.0,8.0,13.0,21.0,23.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,24.0,45.0,6.0,6.0
False,2020-06-27,youssef zalal,jordan griffin,62%,38%,+105,-125,-138,+110,-143,+115,-,-,-138,+110,0.4675324675324675,Jordan Griffin,W,Decision - Unanimous,3,5:00,UFC Fight Night: Poirier vs. Hooker,3150681/jordan-griffin,4351319/youssef-zalal,4/11,37/78,6/9,70.0,123.0,59.0,112.0,0.5690999999999999,0.0,0.61,0.49,0.67,7.0,7.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,37.0,78.0,6.0,9.0,2/2,26/65,0/0,33.0,74.0,28.0,69.0,0.4459,0.0,1.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,26.0,65.0,0.0,0.0
False,2020-06-27,jinh yu frey,kay hansen,46%,54%,+150,-175,+170,-200,+150,-190,-,-,+140,-175,0.3859649122807018,Kay Hansen,L,Submission,3,2:26,UFC Fight Night: Poirier vs. Hooker,4289517/kay-hansen,3136288/jinh-yu-frey,3/5,5/17,15/17,27.0,48.0,26.0,46.0,0.5625,0.0,0.57,0.32,0.88,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,17.0,15.0,17.0,4/4,9/30,3/6,43.0,67.0,31.0,55.0,0.6418,0.0,1.0,0.43,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.18,7.0,7.0,7.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,9.0,30.0,3.0,6.0
False,2020-06-27,tanner boser,philipe lins,42%,58%,-110,-110,+110,-138,-104,-121,-,-,-110,-110,0.5,Philipe Lins,W,KO/TKO,1,2:41,UFC Fight Night: Poirier vs. Hooker,2959588/philipe-lins,4232775/tanner-boser,2/2,5/11,7/8,15.0,22.0,15.0,22.0,0.6818000000000001,1.0,1.0,0.5,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,11.0,7.0,8.0,3/8,3/9,0/0,6.0,17.0,6.0,17.0,0.3529,0.0,0.38,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,9.0,0.0,0.0
False,2020-06-27,khama worthy,luis pena,63%,37%,+210,-250,+200,-250,+195,-250,-,-,+210,-275,0.31111111111111106,Luis Pena,W,Submission,3,2:53,UFC Fight Night: Poirier vs. Hooker,4350772/luis-pena,3132345/khama-worthy,18/22,16/56,17/18,66.0,114.0,55.0,101.0,0.5789,0.0,0.82,0.33,0.94,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,22.0,16.0,56.0,17.0,18.0,6/8,20/54,7/8,40.0,79.0,38.0,77.0,0.5063,0.0,0.75,0.41,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.43,0.0,0.0,5.0,7.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,3.0,6.0,8.0,20.0,54.0,7.0,8.0
False,2020-06-27,julian erosa,sean woodson,-,-,+330,-400,+400,-550,+385,-560,-,-,+350,-500,0.22522522522522523,Sean Woodson,W,Submission,3,2:44,UFC Fight Night: Poirier vs. Hooker,4566991/sean-woodson,3955577/julian-erosa,13/28,53/130,18/21,107.0,210.0,103.0,206.0,0.5095000000000001,0.0,0.56,0.42,0.87,9.0,11.0,8.0,14.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,28.0,53.0,130.0,18.0,21.0,5/8,91/197,6/6,116.0,230.0,106.0,219.0,0.5043,1.0,0.7,0.46,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,91.0,197.0,6.0,6.0
