missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,FighterResult,Decision,Rnd,Time,Event,OpponentID,FighterID,SDBL/A_Fighter,SDHL/A_Fighter,SDLL/A_Fighter,TSL_Fighter,TSA_Fighter,SSL_Fighter,SSA_Fighter,TSL-TSA_Fighter,KD_Fighter,%BODY_Fighter,%HEAD_Fighter,%LEG_Fighter,SCBL_Fighter,SCBA_Fighter,SCHL_Fighter,SCHA_Fighter,SCLL_Fighter,SCLA_Fighter,RV_Fighter,SR_Fighter,TDL_Fighter,TDA_Fighter,TDS_Fighter,TK ACC_Fighter,SGBL_Fighter,SGBA_Fighter,SGHL_Fighter,SGHA_Fighter,SGLL_Fighter,SGLA_Fighter,AD_Fighter,ADTB_Fighter,ADHG_Fighter,ADTM_Fighter,ADTS_Fighter,SM_Fighter,SDBL_Fighter,SDBA_Fighter,SDHL_Fighter,SDHA_Fighter,SDLL_Fighter,SDLA_Fighter,SDBL/A_Opponent,SDHL/A_Opponent,SDLL/A_Opponent,TSL_Opponent,TSA_Opponent,SSL_Opponent,SSA_Opponent,TSL-TSA_Opponent,KD_Opponent,%BODY_Opponent,%HEAD_Opponent,%LEG_Opponent,SCBL_Opponent,SCBA_Opponent,SCHL_Opponent,SCHA_Opponent,SCLL_Opponent,SCLA_Opponent,RV_Opponent,SR_Opponent,TDL_Opponent,TDA_Opponent,TDS_Opponent,TK ACC_Opponent,SGBL_Opponent,SGBA_Opponent,SGHL_Opponent,SGHA_Opponent,SGLL_Opponent,SGLA_Opponent,AD_Opponent,ADTB_Opponent,ADHG_Opponent,ADTM_Opponent,ADTS_Opponent,SM_Opponent,SDBL_Opponent,SDBA_Opponent,SDHL_Opponent,SDHA_Opponent,SDLL_Opponent,SDLA_Opponent
False,2017-10-07,kalindra faria,mara romero borella,44%,56%,-205,+175,-300,+240,-,-,-,-,-225,+175,0.6489208633093525,Mara Romero Borella,L,Submission,1,2:54,UFC 216: Ferguson vs. Lee,3995922/mara-romero-borella,3024386/kalindra-faria,0/0,0/3,0/1,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0/0,0/2,1/1,16.0,18.0,3.0,5.0,0.8889,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
False,2017-10-07,ray borg,demetrious johnson,48%,52%,+775,-1100,+700,-1200,-,-,-,-,+650,-1205,0.11085450346420324,Demetrious Johnson,L,Submission,5,3:15,UFC 216: Ferguson vs. Lee,2512089/demetrious-johnson,3098604/ray-borg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-07,kevin lee,tony ferguson,41%,59%,+190,-225,+225,-275,-,-,-,-,+210,-275,0.33248081841432225,Tony Ferguson,L,Submission,3,4:02,UFC 216: Ferguson vs. Lee,2560085/tony-ferguson,3084459/kevin-lee,8/12,27/78,0/0,71.0,137.0,55.0,119.0,0.5182,0.0,0.78,0.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,3.0,6.0,1.0,0.5,6.0,6.0,14.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,8.0,12.0,27.0,78.0,0.0,0.0,6/13,26/63,8/9,57.0,106.0,54.0,103.0,0.5377000000000001,0.0,0.46,0.49,0.89,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,26.0,63.0,8.0,9.0
True,2017-10-07,mark godbeer,walt harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,2017-10-07,derrick lewis,fabricio werdum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-21,josh emmett,felipe arantes,38%,62%,-320,+270,-333,+250,-,-,-,-,-275,+210,0.7381546134663343,Felipe Arantes,W,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,2565792/felipe-arantes,4011299/josh-emmett,13/18,25/138,7/7,78.0,231.0,67.0,211.0,0.33770000000000006,4.0,0.74,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,1.0,1.0,18.0,44.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,18.0,25.0,138.0,7.0,7.0,5/9,32/118,6/6,44.0,136.0,43.0,134.0,0.3235,0.0,0.56,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,32.0,118.0,6.0,6.0
False,2017-10-21,aspen ladd,lina lansberg,49%,51%,-173,+148,-250,+200,-,-,-,-,-275,+210,0.6111332687596148,Lina Lansberg,W,KO/TKO,2,2:33,UFC Fight Night: Cerrone vs. Till,3157441/lina-lansberg,3167160/aspen-ladd,1/2,5/22,0/0,45.0,84.0,26.0,60.0,0.5357,0.0,0.7,0.38,0.0,6.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,24.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,22.0,0.0,0.0,2/2,4/20,1/1,50.0,73.0,41.0,64.0,0.6849,0.0,0.86,0.28,0.9,23.0,27.0,3.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,20.0,1.0,1.0
False,2017-10-21,salim touahri,warlley alves,55%,45%,+245,-285,-,-,-,-,-,-,+260,-350,0.28138132651196784,Warlley Alves,L,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,3108775/warlley-alves,4068998/salim-touahri,8/20,10/37,2/2,49.0,88.0,35.0,74.0,0.5568,0.0,0.64,0.31,1.0,13.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,10.0,37.0,2.0,2.0,5/15,12/49,11/19,55.0,113.0,38.0,95.0,0.4867,0.0,0.47,0.28,0.64,4.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.0,0.29,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,12.0,49.0,11.0,19.0
False,2017-10-21,andre fili,artem lobov,48%,52%,-131,+111,-175,+150,-,-,-,-,-163,+130,0.5447468516584222,Artem Lobov,W,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,3016689/artem-lobov,3074464/andre-fili,5/9,27/108,17/17,76.0,166.0,55.0,145.0,0.4578,1.0,0.56,0.27,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.83,0.0,0.0,5.0,8.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,9.0,27.0,108.0,17.0,17.0,14/23,16/67,24/24,77.0,140.0,55.0,116.0,0.55,0.0,0.58,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,16.0,67.0,24.0,24.0
False,2017-10-21,ramazan emeev,sam alvey,49%,51%,-143,+123,-170,+140,-,-,-,-,-163,+130,0.5675310114079267,Sam Alvey,W,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,2559758/sam-alvey,3010042/ramazan-emeev,3/4,14/40,5/5,51.0,84.0,38.0,71.0,0.6071,0.0,0.83,0.47,1.0,2.0,2.0,14.0,20.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,40.0,5.0,5.0,0/0,5/36,9/16,56.0,99.0,29.0,70.0,0.5657,0.0,0.88,0.27,0.59,7.0,8.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,9.0,16.0
False,2017-10-21,brian kelleher,damian stasiak,41%,59%,-115,-105,-125,+100,-,-,-,-,-120,-105,0.5108342361863488,Damian Stasiak,W,KO/TKO,3,3:39,UFC Fight Night: Cerrone vs. Till,3728368/damian-stasiak,2517186/brian-kelleher,5/8,29/86,14/15,116.0,194.0,79.0,147.0,0.5979,1.0,0.64,0.47,0.94,1.0,2.0,6.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,23.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,5.0,8.0,29.0,86.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-21,nasrat haqparast,marcin held,66%,34%,+320,-385,+300,-400,-,-,-,-,+260,-350,0.230732635585157,Marcin Held,L,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,2554001/marcin-held,4277795/nasrat-haqparast,3/5,17/60,4/5,43.0,94.0,27.0,75.0,0.45740000000000003,1.0,0.71,0.29,0.8,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,17.0,60.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-21,oskar piechota,jonathan wilson,36%,64%,-185,+160,-200,+170,-,-,-,-,-188,+150,0.6279373368146214,Jonathan Wilson,W,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,3159585/jonathan-wilson,4084364/oskar-piechota,8/12,14/43,8/9,80.0,121.0,56.0,93.0,0.6612,1.0,0.67,0.56,0.89,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.33,0.0,0.0,14.0,16.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,8.0,12.0,14.0,43.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-21,devin clark,jan blachowicz,8%,92%,-130,+110,-160,+130,-,-,-,-,-163,+120,0.5427435387673957,Jan Blachowicz,L,Submission,2,3:02,UFC Fight Night: Cerrone vs. Till,2506250/jan-blachowicz,3971496/devin-clark,0/4,4/25,6/8,31.0,60.0,15.0,43.0,0.5167,0.0,0.2,0.21,0.8,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,25.0,6.0,8.0,8/10,8/17,5/5,50.0,63.0,33.0,44.0,0.7937000000000001,0.0,0.88,0.61,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,10.0,8.0,17.0,5.0,5.0
False,2017-10-21,jodie esquibel,karolina kowalkiewicz,41%,59%,+285,-350,+450,-600,-,-,-,-,+400,-549,0.25034770514603616,Karolina Kowalkiewicz,L,Decision - Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Till,3102702/karolina-kowalkiewicz,3041444/jodie-esquibel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/27,77/262,4/5,142.0,348.0,127.0,333.0,0.408,0.0,0.64,0.34,0.8,14.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,27.0,77.0,262.0,4.0,5.0
False,2017-10-21,darren till,donald cerrone,51%,49%,+145,-170,+130,-160,-,-,-,-,+130,-163,0.39329934450109244,Donald Cerrone,W,KO/TKO,1,4:20,UFC Fight Night: Cerrone vs. Till,2479918/donald-cerrone,3897436/darren-till,0/0,17/39,1/1,24.0,55.0,24.0,55.0,0.4364,1.0,0.0,0.43,1.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,1.0,1.0,4/7,2/8,7/8,14.0,24.0,14.0,24.0,0.5832999999999999,0.0,0.62,0.25,0.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,8.0,7.0,8.0
True,2017-10-21,anthony hamilton,adam wieczorek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-28,christian colombo,marcelo golm,40%,60%,+135,-160,+200,-250,-,-,-,-,+175,-225,0.4088050314465409,Marcelo Golm,L,Submission,1,2:08,UFC Fight Night: Brunson vs. Machida,4273352/marcelo-golm,3103207/christian-colombo,0/0,1/7,0/0,4.0,10.0,2.0,8.0,0.4,0.0,1.0,0.14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-28,jarred brooks,deiveson figueiredo,42%,58%,-190,+165,-163,+138,-,-,-,-,-175,+140,0.6345305608065531,Deiveson Figueiredo,L,Decision - Split,3,5:00,UFC Fight Night: Brunson vs. Machida,4189320/deiveson-figueiredo,4036094/jarred-brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10,8/30,0/0,22.0,52.0,19.0,48.0,0.42310000000000003,0.0,0.59,0.29,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,8.0,30.0,0.0,0.0
False,2017-10-28,max griffin,elizeu zaleski dos santos,51%,49%,+165,-190,+180,-220,-,-,-,-,+175,-225,0.36546943919344677,Elizeu Zaleski dos Santos,L,Decision - Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,3039886/elizeu-zaleski-dos-santos,3040385/max-griffin,2/11,28/86,2/3,61.0,144.0,51.0,133.0,0.4236,2.0,0.4,0.37,0.67,6.0,9.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,28.0,86.0,2.0,3.0,9/17,25/85,8/10,94.0,186.0,84.0,176.0,0.5054,0.0,0.68,0.41,0.82,10.0,11.0,22.0,35.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,17.0,25.0,85.0,8.0,10.0
False,2017-10-28,jared gordon,hacran dias,44%,56%,-150,+130,-160,+130,-,-,-,-,-163,+130,0.5798319327731092,Hacran Dias,W,Decision - Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2958022/hacran-dias,3894823/jared-gordon,5/15,24/97,0/0,163.0,285.0,101.0,210.0,0.5719,0.0,0.47,0.48,0.0,4.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.29,0.0,0.0,61.0,83.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,5.0,15.0,24.0,97.0,0.0,0.0,1/4,28/97,2/2,41.0,115.0,32.0,106.0,0.3565,0.0,0.33,0.29,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,28.0,97.0,2.0,2.0
False,2017-10-28,jack marshman,antonio carlos jr.,57%,43%,+300,-365,+300,-400,-,-,-,-,+333,-450,0.24155844155844156,Antonio Carlos Jr.,L,Submission,1,4:30,UFC Fight Night: Brunson vs. Machida,3108772/antonio-carlos-jr,2976993/jack-marshman,1/1,0/13,0/1,4.0,18.0,1.0,15.0,0.22219999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-28,niko price,vicente luque,51%,49%,+130,-150,+110,-138,-,-,-,-,+110,-138,0.42016806722689076,Vicente Luque,L,Submission,2,4:08,UFC Fight Night: Brunson vs. Machida,3045887/vicente-luque,4077451/niko-price,0/4,20/86,4/5,26.0,100.0,25.0,99.0,0.26,0.0,0.0,0.23,0.8,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,86.0,4.0,5.0,2/5,36/78,19/21,61.0,113.0,61.0,113.0,0.5398,1.0,0.5,0.45,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,36.0,78.0,19.0,21.0
False,2017-10-28,marlon vera,john lineker,61%,39%,+330,-400,+400,-550,-,-,-,-,+325,-556,0.22522522522522523,John Lineker,L,Decision - Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2617539/john-lineker,3155424/marlon-vera,8/21,17/62,18/25,50.0,118.0,49.0,117.0,0.42369999999999997,0.0,0.42,0.31,0.72,2.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,17.0,62.0,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-10-28,jack hermansson,thiago santos,41%,59%,-140,+120,-110,-110,-,-,-,-,-125,+100,0.562043795620438,Thiago Santos,L,KO/TKO,1,4:59,UFC Fight Night: Brunson vs. Machida,3045798/thiago-santos,3074102/jack-hermansson,0/3,4/21,1/4,5.0,28.0,5.0,28.0,0.17859999999999998,0.0,0.0,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,21.0,1.0,4.0,4/8,12/44,1/4,29.0,80.0,28.0,79.0,0.3625,1.0,0.56,0.33,0.25,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,44.0,1.0,4.0
False,2017-10-28,jim miller,francisco trinaldo,64%,36%,+140,-160,+180,-220,-,-,-,-,+163,-210,0.40372670807453415,Francisco Trinaldo,L,Decision - Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2516135/francisco-trinaldo,2335718/jim-miller,5/8,13/50,8/11,61.0,109.0,34.0,80.0,0.5596,0.0,0.67,0.32,0.73,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.2,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,50.0,8.0,11.0,10/11,26/94,5/5,84.0,165.0,63.0,140.0,0.5091,0.0,0.95,0.34,1.0,6.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,11.0,17.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,11.0,26.0,94.0,5.0,5.0
False,2017-10-28,rob font,pedro munhoz,54%,46%,-180,+155,-170,+140,-,-,-,-,-163,+130,0.6211096075778079,Pedro Munhoz,L,Submission,1,4:03,UFC Fight Night: Brunson vs. Machida,3045734/pedro-munhoz,3090451/rob-font,6/15,23/52,1/1,30.0,68.0,30.0,68.0,0.4412,0.0,0.4,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,23.0,52.0,1.0,1.0,1/4,11/32,8/12,20.0,48.0,20.0,48.0,0.4167,0.0,0.25,0.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,11.0,32.0,8.0,12.0
False,2017-10-28,colby covington,demian maia,54%,46%,-140,+120,-125,+100,-,-,-,-,-125,+100,0.562043795620438,Demian Maia,W,Decision - Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2335778/demian-maia,3088810/colby-covington,1/4,58/273,22/27,121.0,351.0,88.0,317.0,0.3447,0.0,0.25,0.23,0.82,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,58.0,273.0,22.0,27.0,0/1,51/146,0/1,59.0,157.0,53.0,151.0,0.37579999999999997,0.0,0.0,0.36,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,146.0,0.0,1.0
False,2017-10-28,derek brunson,lyoto machida,47%,53%,-170,+145,-160,+130,-,-,-,-,-170,+135,0.6067006554989074,Lyoto Machida,W,KO/TKO,1,2:30,UFC Fight Night: Brunson vs. Machida,2335524/lyoto-machida,2560056/derek-brunson,0/1,3/12,2/6,10.0,24.0,10.0,24.0,0.4167,1.0,0.0,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,2017-11-04,ricardo ramos,aiemann zahabi,37%,63%,-117,-103,-210,+175,-,-,-,-,-188,+150,0.5151837230488916,Aiemann Zahabi,W,KO/TKO,3,1:58,UFC 217: Bisping vs. St-Pierre,4079149/aiemann-zahabi,3571515/ricardo-ramos,3/8,26/69,9/12,45.0,97.0,42.0,94.0,0.4639,1.0,0.38,0.4,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,3.0,5.0,1.0,0.6,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,26.0,69.0,9.0,12.0,2/3,37/93,0/0,47.0,106.0,46.0,105.0,0.4434,0.0,0.8,0.4,0.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,37.0,93.0,0.0,0.0
False,2017-11-04,curtis blaydes,aleksei oleinik,35%,65%,-365,+300,-350,+275,-,-,-,-,-400,+300,0.7584415584415585,Aleksei Oleinik,W,TKO - Doctor's Stoppage,2,1:39,UFC 217: Bisping vs. St-Pierre,2335844/aleksei-oleinik,3922557/curtis-blaydes,0/0,20/81,4/4,50.0,112.0,39.0,101.0,0.4464,1.0,1.0,0.35,1.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,81.0,4.0,4.0,2/4,18/45,7/8,41.0,75.0,34.0,68.0,0.5467,0.0,0.71,0.42,0.88,3.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,45.0,7.0,8.0
False,2017-11-04,mickey gall,randy brown,54%,46%,+111,-131,-125,+100,-,-,-,-,-120,-105,0.4552531483415778,Randy Brown,L,Decision - Unanimous,3,5:00,UFC 217: Bisping vs. St-Pierre,3960071/randy-brown,3960470/mickey-gall,0/0,3/11,0/0,57.0,74.0,7.0,16.0,0.7703,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,11.0,0.0,0.0,0/0,5/20,2/2,60.0,99.0,41.0,70.0,0.6061,0.0,1.0,0.55,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,29.0,42.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,20.0,2.0,2.0
False,2017-11-04,corey anderson,ovince saint preux,56%,44%,+123,-143,+125,-150,-,-,-,-,+120,-150,0.43246898859207317,Ovince Saint Preux,L,KO/TKO,3,1:25,UFC 217: Bisping vs. St-Pierre,2500735/ovince-saint-preux,3112020/corey-anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/3,13/36,3/3,30.0,56.0,23.0,49.0,0.5357,1.0,0.6,0.42,1.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,36.0,3.0,3.0
