Date,Opponent,Event,FighterResult,TSL,TSA,SSL,SSA,TSL-TSA,KD,%BODY,%HEAD,%LEG,OpponentID,SCBL,SCBA,SCHL,SCHA,SCLL,SCLA,RV,SR,TDL,TDA,TDS,TK ACC,SGBL,SGBA,SGHL,SGHA,SGLL,SGLA,AD,ADTB,ADHG,ADTM,ADTS,SM,FighterID,SDBL,SDBA,SDHL,SDHA,SDLL,SDLA,Name,Time,Decision,Rnd,stats_missing,FighterName,OpponentName,fighter_is_A,FighterNameClean,OpponentNameClean,FighterOpen,OpponentOpen,FighterCloseLeft,FighterCloseRight,OpponentCloseLeft,OpponentCloseRight
2010-04-10,Kendall Grove,UFC 112,W,38.0,75.0,25.0,60.0,0.5067,0.0,1.0,0.33,0.0,2335737/kendall-grove,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.12,8.0,8.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335647/mark-munoz,0.0,0.0,3.0,11.0,0.0,0.0,mark munoz,2:50,KO/TKO,2,False,mark munoz,kendall grove,False,mark munoz,kendall grove,-145.0,115.0,-170.0,-170.0,160.0,160.0
2010-04-10,Jon Madsen,UFC 112,L,20.0,127.0,20.0,127.0,0.1575,0.0,0.5,0.1,1.0,2501671/jon-madsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335657/mostapha-al-turk,2.0,4.0,11.0,116.0,7.0,7.0,mostapha al-turk,5:00,Decision - Unanimous,3,False,mostapha al-turk,jon madsen,False,mostapha alturk,jon madsen,240.0,-300.0,205.0,205.0,-245.0,-245.0
2010-04-10,Renzo Gracie,UFC 112,W,71.0,124.0,70.0,123.0,0.5726,2.0,1.0,0.4,0.89,2354119/renzo-gracie,5.0,5.0,6.0,8.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335661/matt-hughes,0.0,0.0,26.0,73.0,24.0,27.0,matt hughes,4:40,KO/TKO,3,False,matt hughes,renzo gracie,False,matt hughes,renzo gracie,-580.0,415.0,-380.0,-380.0,340.0,340.0
2010-04-10,Terry Etim,UFC 112,W,45.0,69.0,25.0,45.0,0.6522,0.0,1.0,0.47,0.75,2335782/terry-etim,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,3.0,0.0,0.67,3.0,3.0,15.0,20.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,2335687/rafael-dos-anjos,0.0,0.0,1.0,14.0,1.0,3.0,rafael dos anjos,4:30,Submission,2,False,rafael dos anjos,terry etim,False,rafael dos anjos,terry etim,145.0,-185.0,125.0,125.0,-135.0,-135.0
2010-04-10,Matt Veach,UFC 112,W,110.0,145.0,47.0,73.0,0.7585999999999999,0.0,1.0,0.61,0.0,2354307/matt-veach,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,31.0,44.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,3.0,2335813/paul-kelly,1.0,1.0,8.0,18.0,0.0,0.0,paul kelly,3:41,Submission,2,False,paul kelly,matt veach,False,paul kelly,matt veach,200.0,-260.0,220.0,220.0,-260.0,-260.0
2010-04-10,Nick Osipczak,UFC 112,W,83.0,130.0,31.0,72.0,0.6385000000000001,0.0,0.77,0.36,0.0,2500679/nick-osipczak,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.2,3.0,10.0,2.0,0.3,3.0,3.0,17.0,35.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2500630/rick-story,1.0,4.0,4.0,21.0,0.0,0.0,rick story,5:00,Decision - Split,3,False,rick story,nick osipczak,False,rick story,nick osipczak,-165.0,135.0,-165.0,-165.0,145.0,145.0
2010-04-10,Phil Davis,UFC 112,L,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2499976/phil-davis,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500771/alexander-gustafsson,0.0,0.0,0.0,1.0,0.0,0.0,alexander gustafsson,4:55,Submission,1,False,alexander gustafsson,phil davis,True,alexander gustafsson,phil davis,340.0,-465.0,350.0,350.0,-440.0,-440.0
2010-04-10,Brad Blackburn,UFC 112,W,42.0,117.0,34.0,108.0,0.359,1.0,0.6,0.3,0.0,2335759/brad-blackburn,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2502589/damarques-johnson,3.0,4.0,26.0,97.0,0.0,0.0,damarques johnson,2:08,KO/TKO,3,False,damarques johnson,brad blackburn,True,damarques johnson,brad blackburn,155.0,-195.0,130.0,144.0,-189.0,-160.0
2010-05-08,Alan Belcher,UFC 113,L,35.0,50.0,22.0,37.0,0.7,0.0,0.0,0.61,0.6,2335486/alan-belcher,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2335448/patrick-cote,0.0,1.0,16.0,27.0,3.0,5.0,patrick cote,3:25,Submission,2,False,patrick cote,alan belcher,False,patrick cote,alan belcher,-140.0,110.0,107.0,107.0,-117.0,-117.0
2010-05-08,Lyoto Machida,UFC 113,W,24.0,35.0,17.0,28.0,0.6857,1.0,1.0,0.55,0.71,2335524/lyoto-machida,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2335514/mauricio-rua,1.0,1.0,4.0,13.0,2.0,4.0,mauricio rua,3:35,KO/TKO,1,False,mauricio rua,lyoto machida,False,mauricio rua,lyoto machida,155.0,-185.0,175.0,175.0,-190.0,-190.0
2010-05-08,Sam Stout,UFC 113,W,64.0,128.0,55.0,119.0,0.5,1.0,0.88,0.4,0.88,2354128/sam-stout,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.6,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335673/jeremy-stephens,6.0,6.0,34.0,96.0,7.0,8.0,jeremy stephens,5:00,Decision - Split,3,False,jeremy stephens,sam stout,False,jeremy stephens,sam stout,165.0,-205.0,175.0,175.0,-190.0,-190.0
2010-05-08,John Salter,UFC 113,L,10.0,12.0,5.0,7.0,0.8332999999999999,0.0,1.0,0.33,1.0,2504230/john-salter,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335771/jason-macdonald,0.0,0.0,1.0,3.0,1.0,1.0,jason macdonald,2:42,KO/TKO,1,False,jason macdonald,john salter,False,jason macdonald,john salter,-160.0,130.0,-175.0,-175.0,155.0,155.0
2010-05-08,Jonathan Goulet,UFC 113,W,16.0,22.0,11.0,17.0,0.7273000000000001,2.0,0.67,0.64,0.0,2335806/jonathan-goulet,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2335804/marcus-davis,0.0,1.0,5.0,10.0,0.0,0.0,marcus davis,1:23,KO/TKO,2,False,marcus davis,jonathan goulet,False,marcus davis,jonathan goulet,-520.0,380.0,-440.0,-440.0,350.0,350.0
2010-05-08,TJ Grant,UFC 113,W,83.0,111.0,53.0,81.0,0.7476999999999999,0.0,0.67,0.57,1.0,2354352/tj-grant,1.0,1.0,8.0,14.0,1.0,1.0,0.0,0.375,8.0,8.0,3.0,1.0,0.0,0.0,8.0,10.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2354130/johny-hendricks,1.0,2.0,20.0,39.0,13.0,13.0,johny hendricks,5:00,Decision - Majority,3,False,johny hendricks,tj grant,False,johny hendricks,tj grant,-465.0,340.0,-400.0,-400.0,325.0,325.0
2010-05-08,Yoshiyuki Yoshida,UFC 113,W,129.0,149.0,59.0,79.0,0.8658,0.0,1.0,0.68,1.0,2335734/yoshiyuki-yoshida,4.0,4.0,5.0,5.0,4.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,5.0,5.0,32.0,32.0,0.0,0.0,10.0,2.0,3.0,3.0,2.0,2.0,2488472/mike-guymon,3.0,3.0,6.0,26.0,0.0,0.0,mike guymon,5:00,Decision - Unanimous,3,False,mike guymon,yoshiyuki yoshida,True,mike guymon,yoshiyuki yoshida,210.0,-270.0,215.0,215.0,-255.0,-255.0
2010-05-29,Luiz Cane,UFC 114,W,19.0,23.0,17.0,21.0,0.8261,1.0,1.0,0.76,1.0,2335634/luiz-cane,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335519/cyrille-diabate,1.0,1.0,11.0,15.0,2.0,2.0,cyrille diabate,2:13,KO/TKO,1,False,cyrille diabate,luiz cane,False,cyrille diabate,luis cane,360.0,-540.0,255.0,255.0,-310.0,-310.0
2010-05-29,Rogerio Nogueira,UFC 114,L,41.0,80.0,18.0,50.0,0.5125,0.0,0.67,0.38,0.0,2381659/rogerio-nogueira,2.0,2.0,3.0,11.0,0.0,0.0,2.0,0.0,3.0,13.0,0.0,0.23,0.0,0.0,6.0,7.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,3.0,2335532/jason-brilz,0.0,1.0,7.0,24.0,0.0,5.0,jason brilz,5:00,Decision - Split,3,False,jason brilz,rogerio nogueira,False,jason brilz,antonio rogerio nogueira,450.0,-750.0,435.0,435.0,-500.0,-500.0
2010-05-29,Dan Miller,UFC 114,W,77.0,226.0,76.0,225.0,0.3407,0.0,0.0,0.34,1.0,2335696/dan-miller,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335602/michael-bisping,0.0,0.0,74.0,223.0,1.0,1.0,michael bisping,5:00,Decision - Unanimous,3,False,michael bisping,dan miller,False,michael bisping,dan miller,-150.0,110.0,-195.0,-195.0,180.0,180.0
2010-05-29,Dong Hyun Kim,UFC 114,L,25.0,53.0,10.0,38.0,0.4717,0.0,0.5,0.23,0.33,2335818/dong-hyun-kim,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335779/amir-sadollah,1.0,2.0,6.0,26.0,1.0,3.0,amir sadollah,5:00,Decision - Unanimous,3,False,amir sadollah,dong hyun kim,False,amir sadollah,dong hyun kim,-140.0,110.0,100.0,100.0,-110.0,-110.0
2010-05-29,Joe Brammer,UFC 114,W,124.0,184.0,46.0,104.0,0.6739,0.0,0.73,0.25,0.86,2497088/joe-brammer,8.0,10.0,6.0,7.0,2.0,2.0,0.0,0.0,3.0,8.0,0.0,0.38,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,2335809/aaron-riley,3.0,5.0,8.0,57.0,16.0,19.0,aaron riley,5:00,Decision - Unanimous,3,False,aaron riley,joe brammer,False,aaron riley,joe brammer,-175.0,145.0,-200.0,-200.0,170.0,170.0
2010-05-29,Diego Sanchez,UFC 114,W,115.0,215.0,84.0,174.0,0.5349,1.0,0.64,0.43,0.92,2335671/diego-sanchez,2.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335810/john-hathaway,0.0,4.0,45.0,115.0,12.0,13.0,john hathaway,5:00,Decision - Unanimous,3,False,john hathaway,diego sanchez,True,john hathaway,diego sanchez,210.0,-290.0,195.0,195.0,-215.0,-215.0
2010-05-29,Efrain Escudero,UFC 114,L,17.0,73.0,17.0,73.0,0.2329,0.0,0.75,0.15,1.0,2335688/efrain-escudero,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354217/dan-lauzon,2.0,3.0,9.0,59.0,4.0,4.0,dan lauzon,5:00,Decision - Unanimous,3,False,dan lauzon,efrain escudero,True,dan lauzon,efrain escudero,300.0,-390.0,355.0,355.0,-400.0,-400.0
2010-05-29,Ryan Jensen,UFC 114,L,3.0,9.0,3.0,9.0,0.3333,1.0,0.0,0.38,0.0,2335483/ryan-jensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2431263/jesse-forbes,0.0,1.0,2.0,5.0,0.0,0.0,jesse forbes,1:06,Submission,1,False,jesse forbes,ryan jensen,True,jesse forbes,ryan jensen,115.0,-145.0,-150.0,-150.0,130.0,130.0
2010-05-29,Mike Russow,UFC 114,L,51.0,182.0,51.0,182.0,0.2802,0.0,0.7,0.25,1.0,2502277/mike-russow,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2502273/todd-duffee,5.0,8.0,42.0,164.0,1.0,1.0,todd duffee,2:35,KO/TKO,3,False,todd duffee,mike russow,False,todd duffee,mike russow,-675.0,425.0,-275.0,-275.0,250.0,250.0
2010-06-12,Rory MacDonald,UFC 115,W,149.0,261.0,72.0,170.0,0.5709000000000001,0.0,0.46,0.35,0.79,2501814/rory-macdonald,4.0,5.0,6.0,18.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,25.0,41.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,1.0,2335243/carlos-condit,4.0,15.0,12.0,65.0,16.0,21.0,carlos condit,4:53,KO/TKO,3,False,carlos condit,rory macdonald,False,carlos condit,rory macdonald,-105.0,-135.0,118.0,118.0,-128.0,-128.0
2010-06-12,Paulo Thiago,UFC 115,W,47.0,83.0,24.0,59.0,0.5663,0.0,0.6,0.4,0.29,2335735/paulo-thiago,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.33,0.0,0.0,5.0,9.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,3.0,2335491/martin-kampmann,1.0,3.0,11.0,34.0,2.0,7.0,martin kampmann,5:00,Decision - Unanimous,3,False,martin kampmann,paulo thiago,False,martin kampmann,paulo thiago,325.0,-475.0,198.0,198.0,-218.0,-218.0
2010-06-12,Chuck Liddell,UFC 115,W,27.0,55.0,24.0,52.0,0.4909,1.0,0.8,0.35,0.86,2335464/chuck-liddell,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335498/rich-franklin,4.0,5.0,10.0,34.0,6.0,7.0,rich franklin,4:55,KO/TKO,1,False,rich franklin,chuck liddell,True,rich franklin,chuck liddell,-145.0,115.0,109.0,109.0,-119.0,-119.0
2010-06-12,Mirko Filipovic,UFC 115,L,26.0,67.0,25.0,66.0,0.3881,2.0,0.0,0.24,0.7,2335875/mirko-filipovic,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335658/pat-barry,0.0,1.0,10.0,44.0,14.0,20.0,pat barry,4:30,Submission,3,False,pat barry,mirko filipovic,False,pat barry,mirko filipovic,-135.0,115.0,-173.0,-173.0,163.0,163.0
2010-06-12,Matt Wiman,UFC 115,L,9.0,15.0,4.0,8.0,0.6,0.0,0.0,0.5,0.5,2354218/matt-wiman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335685/mac-danzig,0.0,0.0,2.0,3.0,1.0,2.0,mac danzig,1:45,Submission,1,False,mac danzig,matt wiman,False,mac danzig,matt wiman,-115.0,-115.0,-102.0,-102.0,-108.0,-108.0
2010-06-12,Tyson Griffin,UFC 115,W,52.0,107.0,28.0,73.0,0.486,0.0,1.0,0.28,0.67,2335677/tyson-griffin,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,2335772/evan-dunham,7.0,7.0,16.0,58.0,1.0,2.0,evan dunham,5:00,Decision - Split,3,False,evan dunham,tyson griffin,True,evan dunham,tyson griffin,170.0,-230.0,148.0,175.0,-250.0,-175.0
2010-06-12,Ben Rothwell,UFC 115,L,69.0,102.0,33.0,61.0,0.6765000000000001,0.0,0.5,0.54,1.0,2473720/ben-rothwell,2.0,4.0,3.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,36.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2335880/gilbert-yvel,0.0,0.0,4.0,9.0,1.0,1.0,gilbert yvel,5:00,Decision - Unanimous,3,False,gilbert yvel,ben rothwell,False,gilbert yvel,ben rothwell,110.0,-150.0,170.0,170.0,-185.0,-185.0
2010-06-12,Jesse Lennox,UFC 115,W,77.0,153.0,49.0,122.0,0.5033,1.0,1.0,0.32,0.86,2504616/jesse-lennox,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2488464/mike-pyle,2.0,2.0,27.0,89.0,12.0,14.0,mike pyle,4:44,Submission,3,False,mike pyle,jesse lennox,False,mike pyle,jesse lennox,105.0,-135.0,110.0,110.0,-130.0,-130.0
2010-06-12,Claude Patrick,UFC 115,L,17.0,20.0,5.0,5.0,0.85,0.0,1.0,1.0,1.0,2504613/claude-patrick,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497724/ricardo-funch,0.0,0.0,0.0,0.0,2.0,2.0,ricardo funch,1:48,Submission,2,False,ricardo funch,claude patrick,False,ricardo funch,claude patrick,215.0,-275.0,190.0,218.0,-312.0,-240.0
2010-06-12,Peter Sobotta,UFC 115,W,83.0,130.0,38.0,80.0,0.6385000000000001,0.0,0.92,0.34,0.86,2502609/peter-sobotta,10.0,10.0,3.0,10.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,0.2,0.0,0.0,6.0,10.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2500695/james-wilks,1.0,2.0,12.0,41.0,3.0,4.0,james wilks,5:00,Decision - Unanimous,3,False,james wilks,peter sobotta,False,james wilks,peter sobotta,-355.0,265.0,-325.0,-325.0,265.0,265.0
2010-06-12,David Loiseau,UFC 115,W,131.0,194.0,42.0,63.0,0.6753,0.0,0.75,0.65,1.0,2335867/david-loiseau,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.333,3.0,3.0,1.0,1.0,2.0,3.0,34.0,49.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,2502604/mario-miranda,0.0,0.0,1.0,4.0,1.0,1.0,mario miranda,4:07,KO/TKO,2,False,mario miranda,david loiseau,True,mario miranda,david loiseau,-170.0,140.0,-245.0,-245.0,205.0,205.0
2010-06-19,Aaron Simpson,The Ultimate Fighter 11 Finale,W,66.0,118.0,42.0,92.0,0.5593,0.0,0.4,0.42,0.69,2335793/aaron-simpson,2.0,3.0,14.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335513/chris-leben,0.0,2.0,13.0,48.0,8.0,12.0,chris leben,4:17,KO/TKO,2,False,chris leben,aaron simpson,False,chris leben,aaron simpson,255.0,-335.0,280.0,280.0,-310.0,-310.0
2010-06-19,Dennis Siver,The Ultimate Fighter 11 Finale,L,52.0,142.0,52.0,142.0,0.3661999999999999,0.0,0.63,0.22,0.73,2335797/dennis-siver,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335716/spencer-fisher,11.0,17.0,21.0,97.0,19.0,26.0,spencer fisher,5:00,Decision - Unanimous,3,False,spencer fisher,dennis siver,False,spencer fisher,dennis siver,-195.0,160.0,-190.0,-190.0,165.0,165.0
2010-06-19,Mark Holst,The Ultimate Fighter 11 Finale,W,83.0,117.0,31.0,59.0,0.7094,0.0,1.0,0.47,0.67,2501361/mark-holst,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.125,4.0,8.0,1.0,0.5,4.0,4.0,18.0,32.0,0.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,2487735/john-gunderson,0.0,0.0,6.0,18.0,2.0,3.0,john gunderson,5:00,Decision - Unanimous,3,False,john gunderson,mark holst,False,john gunderson,mark holst,-280.0,220.0,-200.0,-200.0,170.0,170.0
2010-06-19,Josh Bryant,The Ultimate Fighter 11 Finale,W,50.0,88.0,50.0,88.0,0.5682,1.0,1.0,0.45,0.82,2504645/josh-bryant,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497959/kyle-noke,4.0,4.0,21.0,48.0,18.0,22.0,kyle noke,3:12,KO/TKO,2,False,kyle noke,josh bryant,False,kyle noke,josh bryant,-185.0,155.0,-175.0,-175.0,155.0,155.0
2010-06-19,Kris McCray,The Ultimate Fighter 11 Finale,W,47.0,84.0,22.0,59.0,0.5595,0.0,0.67,0.31,1.0,2504640/kris-mccray,3.0,3.0,2.0,9.0,1.0,1.0,0.0,0.143,5.0,7.0,1.0,0.71,0.0,0.0,7.0,9.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,2504639/court-mcgee,1.0,3.0,7.0,33.0,1.0,1.0,court mcgee,3:41,Submission,2,False,court mcgee,kris mccray,False,court mcgee,kris mccray,-205.0,165.0,-220.0,-220.0,180.0,180.0
2010-06-19,Jamie Yager,The Ultimate Fighter 11 Finale,W,38.0,79.0,24.0,65.0,0.481,0.0,0.5,0.35,0.67,2504642/jamie-yager,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.33,0.0,0.0,11.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2504641/rich-attonito,1.0,2.0,9.0,44.0,2.0,3.0,rich attonito,4:25,KO/TKO,2,False,rich attonito,jamie yager,False,rich attonito,jamie yager,-115.0,-115.0,-140.0,-140.0,120.0,120.0
2010-06-19,Seth Baczynski,The Ultimate Fighter 11 Finale,W,54.0,74.0,18.0,34.0,0.7297,0.0,1.0,0.45,1.0,2504644/seth-baczynski,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.167,3.0,6.0,1.0,0.5,2.0,2.0,9.0,13.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,2504643/brad-tavares,2.0,2.0,3.0,13.0,1.0,1.0,brad tavares,5:00,Decision - Unanimous,3,False,brad tavares,seth baczynski,False,brad tavares,seth baczynski,-240.0,180.0,-220.0,-220.0,180.0,180.0
2010-06-19,Chris Camozzi,The Ultimate Fighter 11 Finale,L,40.0,107.0,29.0,95.0,0.3738,0.0,0.67,0.25,0.75,2502414/chris-camozzi,2.0,2.0,7.0,28.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2504647/james-hammortree,0.0,1.0,12.0,51.0,2.0,4.0,james hammortree,5:00,Decision - Unanimous,3,False,james hammortree,chris camozzi,True,james hammortree,chris camozzi,100.0,-130.0,140.0,140.0,-160.0,-160.0
2010-06-19,James McSweeney,The Ultimate Fighter 11 Finale,W,28.0,55.0,19.0,44.0,0.5091,1.0,0.33,0.45,0.0,2354228/james-mcsweeney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2504648/travis-browne,1.0,3.0,2.0,13.0,0.0,1.0,travis browne,4:32,KO/TKO,1,False,travis browne,james mcsweeney,True,travis browne,james mcsweeney,-145.0,115.0,-215.0,-185.0,155.0,175.0
2010-07-03,Shane Carwin,UFC 116,W,28.0,37.0,8.0,15.0,0.7568,0.0,1.0,0.22,1.0,2335656/shane-carwin,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.25,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2335298/brock-lesnar,0.0,0.0,0.0,7.0,0.0,0.0,brock lesnar,2:19,Submission,2,False,brock lesnar,shane carwin,False,brock lesnar,shane carwin,-225.0,175.0,-145.0,-145.0,135.0,135.0
2010-07-03,Yoshihiro Akiyama,UFC 116,W,162.0,231.0,46.0,105.0,0.7012999999999999,0.0,0.5,0.4,0.57,2354127/yoshihiro-akiyama,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2335513/chris-leben,2.0,3.0,23.0,67.0,12.0,21.0,chris leben,4:40,Submission,3,False,chris leben,yoshihiro akiyama,False,chris leben,yoshihiro akiyama,255.0,-335.0,177.0,177.0,-192.0,-192.0
2010-07-03,Krzysztof Soszynski,UFC 116,W,82.0,151.0,48.0,112.0,0.5429999999999999,1.0,0.62,0.4,0.57,2335651/krzysztof-soszynski,3.0,3.0,15.0,38.0,4.0,5.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,11.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2335525/stephan-bonnar,2.0,5.0,13.0,43.0,0.0,2.0,stephan bonnar,3:08,KO/TKO,2,False,stephan bonnar,krzysztof soszynski,False,stephan bonnar,krzysztof soszynski,180.0,-240.0,175.0,175.0,-190.0,-190.0
2010-07-03,Chris Lytle,UFC 116,L,29.0,46.0,25.0,42.0,0.6304,1.0,0.73,0.54,0.6,2335670/chris-lytle,5.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2335666/matt-brown,3.0,5.0,12.0,23.0,3.0,5.0,matt brown,2:02,Submission,2,False,matt brown,chris lytle,False,matt brown,chris lytle,150.0,-190.0,168.0,168.0,-180.0,-180.0
