missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,Res.,Decision,Rnd,Time,Event,OpponentID,FighterID
False,2017-08-05,niko price,alan jouban,51%,49%,+139,-159,+140,-170,-,-,-,-,+138,-175,0.4053144708220529,,,,,,,,
False,2017-08-05,alexa grasso,randa markos,52%,48%,-135,+115,-225,+188,-,-,-,-,-163,+130,0.552594002855783,,,,,,,,
False,2017-08-05,brandon moreno,sergio pettis,49%,51%,-140,+120,-175,+150,-,-,-,-,-163,+138,0.562043795620438,,,,,,,,
False,2017-09-02,andrew holbrook,thibault gouti,52%,48%,-165,+145,-175,+150,-,-,-190,+150,-175,+140,0.6040343668285393,,,,,,,,
False,2017-09-02,mike santiago,zabit magomedsharipov,63%,37%,+330,-400,-,-,-,-,-,-,-,-,0.22522522522522523,,,,,,,,
False,2017-09-02,abdul-kerim edilov,bojan mihajlovic,39%,61%,-460,+360,-600,+450,-,-,-715,+475,-649,+450,0.7907324364723467,,,,,,,,
False,2017-09-02,aleksandar rakic,francimar barroso,60%,40%,-115,-105,-143,+120,-,-,-150,+120,-138,+110,0.5108342361863488,,,,,,,,
False,2017-09-02,desmond green,rustam khabilov,66%,34%,+265,-315,+225,-275,-,-,+230,-305,+250,-333,0.26521808595622304,,,,,,,,
False,2017-09-02,felipe silva,mairbek taisumov,50%,50%,+200,-235,+380,-500,-,-,+215,-278,+350,-500,0.32211538461538464,,,,,,,,
False,2017-09-02,mads burnell,michel prazeres,52%,48%,+300,-365,+275,-350,-,-,+275,-360,+300,-400,0.24155844155844156,,,,,,,,
False,2017-09-02,bojan velickovic,darren till,48%,52%,+170,-200,+175,-210,-,-,+160,-200,+150,-188,0.35714285714285715,,,,,,,,
False,2017-09-02,bryan barberena,leon edwards,59%,41%,+270,-330,+225,-275,-,-,+215,-305,+210,-275,0.26044821320411876,,,,,,,,
False,2017-09-02,stefan struve,alexander volkov,45%,55%,+110,-130,+100,-125,-,-,+100,-134,+100,-125,0.4572564612326044,,,,,,,,
False,2017-09-02,marion reneau,talita bernardo,55%,45%,+250,-300,+275,-350,-,-,-335,+250,-333,+250,0.27586206896551724,,,,,,,,
False,2017-09-02,rob wilkinson,siyar bahadurzada,47%,53%,+130,-150,-,-,-,-,-,-,-,-,0.42016806722689076,,,,,,,,
False,2017-09-09,adriano martins,kajan johnson,54%,46%,-365,+300,-550,+400,-,-,-500,+325,-500,+350,0.7584415584415585,,,,,,,,
False,2017-09-09,arjan bhullar,luis henrique,47%,53%,-180,+155,-210,+175,-,-,-200,+150,-200,+150,0.6211096075778079,,,,,,,,
False,2017-09-09,alex white,mitch clarke,39%,61%,-150,+130,-220,+180,-,-,-200,+150,-225,+175,0.5798319327731092,,,,,,,,
False,2017-09-09,ricky glenn,gavin tucker,63%,37%,+180,-210,+300,-400,-,-,+215,-305,+240,-333,0.3452115812917595,,,,,,,,
False,2017-09-09,ashlee evans-smith,sarah moras,42%,58%,-215,+185,-333,+250,-,-,-278,+200,-250,+188,0.6604688763136621,,,,,,,,
False,2017-09-09,wilson reis,henry cejudo,86%,14%,+275,-325,+350,-450,-,-,+275,-400,+260,-350,0.25855513307984795,,,,,,,,
False,2017-09-09,ketlen vieira,sara mcmann,96%,4%,+215,-255,+175,-210,-,-,+215,-305,+175,-225,0.30649687027843725,,,,,,,,
False,2017-09-09,gilbert melendez,jeremy stephens,47%,53%,+105,-125,+100,-125,-,-,-115,-115,-125,+100,0.4675324675324675,,,,,,,,
False,2017-09-09,tyson pedro,ilir latifi,59%,41%,+110,-130,-150,+125,-,-,-,-,-138,+110,0.4572564612326044,,,,,,,,
False,2017-09-09,rafael dos anjos,neil magny,46%,54%,-200,+170,-188,+163,-,-,-200,+150,-200,+160,0.6428571428571429,,,,,,,,
False,2017-09-09,valentina shevchenko,amanda nunes,49%,51%,-110,-110,-138,+110,-,-,-,-,-130,+105,0.5,,,,,,,,
False,2017-09-16,gilbert burns,jason saggo,55%,45%,-135,+115,-160,+130,-,-,-,-,-138,+110,0.552594002855783,,,,,,,,
False,2017-09-16,uriah hall,krzysztof jotko,71%,29%,+170,-195,+170,-200,-,-,-,-,+163,-200,0.3590992087644553,,,,,,,,
False,2017-09-16,daniel spitz,anthony hamilton,57%,43%,+170,-195,+170,-200,-,-,-,-,+163,-200,0.3590992087644553,,,,,,,,
False,2017-09-16,olivier aubin-mercier,anthony rocco martin,44%,56%,-115,-105,+100,-125,-,-,-,-,-110,-110,0.5108342361863488,,,,,,,,
False,2017-09-16,azunna anyanwu,justin ledet,36%,64%,+290,-355,+300,-400,-,-,-,-,+333,-450,0.24734982332155478,,,,,,,,
False,2017-09-16,sergio moraes,kamaru usman,68%,32%,+395,-510,+600,-1000,-,-,-,-,+500,-800,0.19460839049290157,,,,,,,,
False,2017-09-16,jason gonzalez,gregor gillespie,69%,31%,+350,-450,+350,-450,-,-,-,-,+333,-450,0.21359223300970873,,,,,,,,
False,2017-09-16,alex reyes,mike perry,65%,35%,+355,-425,+380,-500,-,-,-,-,+333,-450,0.21352313167259787,,,,,,,,
False,2017-09-16,david branch,luke rockhold,57%,43%,+320,-385,+400,-550,-,-,-,-,+400,-549,0.230732635585157,,,,,,,,
False,2017-09-16,anthony smith,hector lombard,52%,48%,-110,-110,-170,+140,-,-,-,-,-150,+120,0.5,,,,,,,,
True,2017-09-16,felipe arantes,luke sanders,,,,,,,,,,,,,,,,,,,,,
False,2017-09-22,hyun gyu lim,daichi abe,60%,40%,-127,+107,-125,+100,-,-,-,-,-120,-105,0.5366306721917165,,,,,,,,
False,2017-09-22,luke jumeau,shinsho anzai,54%,46%,-220,+185,-250,+200,-,-,-,-,-250,+200,0.662090813093981,,,,,,,,
False,2017-09-22,chanmi jeon,syuri kondo,53%,47%,-130,+110,+125,-150,-,-,-,-,+120,-150,0.5427435387673957,,,,,,,,
False,2017-09-22,alex morono,keita nakamura,51%,49%,-138,+118,-110,-110,-,-,-,-,-125,+100,0.5583104446588969,,,,,,,,
False,2017-09-22,ulka sasaki,jussier formiga,65%,35%,+330,-400,+300,-400,-,-,-,-,+300,-400,0.22522522522522523,,,,,,,,
False,2017-09-22,rolando dy,teruto ishihara,65%,35%,+112,-132,+140,-170,-,-,-,-,+130,-163,0.45326664582682086,,,,,,,,
False,2017-09-22,henrique da silva,gokhan saki,43%,57%,+112,-132,+175,-200,-,-,-,-,+175,-225,0.45326664582682086,,,,,,,,
False,2017-09-22,dong hyun ma,takanori gomi,50%,50%,-260,+220,-400,+300,-,-,-,-,-400,+300,0.6979865771812079,,,,,,,,
False,2017-09-22,jessica andrade,claudia gadelha,56%,44%,+205,-240,+225,-275,-,-,-,-,+230,-300,0.3171641791044776,,,,,,,,
False,2017-09-22,yushin okami,ovince saint preux,62%,38%,+385,-500,+380,-500,-,-,-,-,+350,-500,0.1983471074380165,,,,,,,,
True,2017-09-22,charles rosa,mizuto hirota,,,,,,,,,,,,,,,,,,,,,
False,2017-10-07,marco beltran,matt schnell,49%,51%,+125,-145,-110,-110,-,-,-,-,-110,-110,0.42888402625820565,,,,,,,,
False,2017-10-07,brad tavares,thales leites,51%,49%,-150,+130,-175,+150,-,-,-,-,-175,+140,0.5798319327731092,,,,,,,,
False,2017-10-07,magomed bibulatov,john moraga,34%,66%,-390,+325,-600,+450,-,-,-,-,-500,+350,0.7718277066356227,,,,,,,,
False,2017-10-07,poliana botelho,pearl gonzalez,60%,40%,-135,+115,-170,+140,-,-,-,-,-167,+120,0.552594002855783,,,,,,,,
False,2017-10-07,bobby green,lando vannata,67%,33%,+195,-230,+188,-225,-,-,-,-,+150,-200,0.32721864154685176,,,,,,,,
False,2017-10-07,cody stamann,tom duquesnoy,57%,43%,+140,-160,+140,-170,-,-,-,-,+140,-175,0.40372670807453415,,,,,,,,
False,2017-10-07,evan dunham,beneil dariush,51%,49%,+200,-235,+180,-220,-,-,-,-,+175,-225,0.32211538461538464,,,,,,,,
False,2017-10-07,kalindra faria,mara romero borella,44%,56%,-205,+175,-300,+240,-,-,-,-,-225,+175,0.6489208633093525,,,,,,,,
False,2017-10-07,ray borg,demetrious johnson,48%,52%,+775,-1100,+700,-1200,-,-,-,-,+650,-1205,0.11085450346420324,,,,,,,,
False,2017-10-07,kevin lee,tony ferguson,41%,59%,+190,-225,+225,-275,-,-,-,-,+210,-275,0.33248081841432225,,,,,,,,
True,2017-10-07,mark godbeer,walt harris,,,,,,,,,,,,,,,,,,,,,
True,2017-10-07,derrick lewis,fabricio werdum,,,,,,,,,,,,,,,,,,,,,
False,2017-10-21,josh emmett,felipe arantes,38%,62%,-320,+270,-333,+250,-,-,-,-,-275,+210,0.7381546134663343,,,,,,,,
False,2017-10-21,aspen ladd,lina lansberg,49%,51%,-173,+148,-250,+200,-,-,-,-,-275,+210,0.6111332687596148,,,,,,,,
False,2017-10-21,salim touahri,warlley alves,55%,45%,+245,-285,-,-,-,-,-,-,+260,-350,0.28138132651196784,,,,,,,,
False,2017-10-21,andre fili,artem lobov,48%,52%,-131,+111,-175,+150,-,-,-,-,-163,+130,0.5447468516584222,,,,,,,,
False,2017-10-21,ramazan emeev,sam alvey,49%,51%,-143,+123,-170,+140,-,-,-,-,-163,+130,0.5675310114079267,,,,,,,,
False,2017-10-21,brian kelleher,damian stasiak,41%,59%,-115,-105,-125,+100,-,-,-,-,-120,-105,0.5108342361863488,,,,,,,,
False,2017-10-21,nasrat haqparast,marcin held,66%,34%,+320,-385,+300,-400,-,-,-,-,+260,-350,0.230732635585157,,,,,,,,
False,2017-10-21,oskar piechota,jonathan wilson,36%,64%,-185,+160,-200,+170,-,-,-,-,-188,+150,0.6279373368146214,,,,,,,,
False,2017-10-21,devin clark,jan blachowicz,8%,92%,-130,+110,-160,+130,-,-,-,-,-163,+120,0.5427435387673957,,,,,,,,
False,2017-10-21,jodie esquibel,karolina kowalkiewicz,41%,59%,+285,-350,+450,-600,-,-,-,-,+400,-549,0.25034770514603616,,,,,,,,
False,2017-10-21,darren till,donald cerrone,51%,49%,+145,-170,+130,-160,-,-,-,-,+130,-163,0.39329934450109244,,,,,,,,
True,2017-10-21,anthony hamilton,adam wieczorek,,,,,,,,,,,,,,,,,,,,,
False,2017-10-28,christian colombo,marcelo golm,40%,60%,+135,-160,+200,-250,-,-,-,-,+175,-225,0.4088050314465409,,,,,,,,
False,2017-10-28,jarred brooks,deiveson figueiredo,42%,58%,-190,+165,-163,+138,-,-,-,-,-175,+140,0.6345305608065531,,,,,,,,
False,2017-10-28,max griffin,elizeu zaleski dos santos,51%,49%,+165,-190,+180,-220,-,-,-,-,+175,-225,0.36546943919344677,,,,,,,,
False,2017-10-28,jared gordon,hacran dias,44%,56%,-150,+130,-160,+130,-,-,-,-,-163,+130,0.5798319327731092,,,,,,,,
False,2017-10-28,jack marshman,antonio carlos jr.,57%,43%,+300,-365,+300,-400,-,-,-,-,+333,-450,0.24155844155844156,,,,,,,,
False,2017-10-28,niko price,vicente luque,51%,49%,+130,-150,+110,-138,-,-,-,-,+110,-138,0.42016806722689076,,,,,,,,
False,2017-10-28,marlon vera,john lineker,61%,39%,+330,-400,+400,-550,-,-,-,-,+325,-556,0.22522522522522523,,,,,,,,
False,2017-10-28,jack hermansson,thiago santos,41%,59%,-140,+120,-110,-110,-,-,-,-,-125,+100,0.562043795620438,,,,,,,,
False,2017-10-28,jim miller,francisco trinaldo,64%,36%,+140,-160,+180,-220,-,-,-,-,+163,-210,0.40372670807453415,,,,,,,,
False,2017-10-28,rob font,pedro munhoz,54%,46%,-180,+155,-170,+140,-,-,-,-,-163,+130,0.6211096075778079,,,,,,,,
False,2017-10-28,colby covington,demian maia,54%,46%,-140,+120,-125,+100,-,-,-,-,-125,+100,0.562043795620438,,,,,,,,
False,2017-10-28,derek brunson,lyoto machida,47%,53%,-170,+145,-160,+130,-,-,-,-,-170,+135,0.6067006554989074,,,,,,,,
False,2017-11-04,ricardo ramos,aiemann zahabi,37%,63%,-117,-103,-210,+175,-,-,-,-,-188,+150,0.5151837230488916,,,,,,,,
False,2017-11-04,curtis blaydes,aleksei oleinik,35%,65%,-365,+300,-350,+275,-,-,-,-,-400,+300,0.7584415584415585,,,,,,,,
False,2017-11-04,mickey gall,randy brown,54%,46%,+111,-131,-125,+100,-,-,-,-,-120,-105,0.4552531483415778,,,,,,,,
False,2017-11-04,corey anderson,ovince saint preux,56%,44%,+123,-143,+125,-150,-,-,-,-,+120,-150,0.43246898859207317,,,,,,,,
False,2017-11-04,mark godbeer,walt harris,59%,41%,+250,-300,+300,-400,-,-,-,-,+300,-400,0.27586206896551724,,,,,,,,
False,2017-11-04,joe duffy,james vick,31%,69%,-154,+134,-170,+140,-,-,-,-,-188,+150,0.5865616251058011,,,,,,,,
False,2017-11-04,paulo costa,johny hendricks,43%,57%,-205,+175,-400,+300,-,-,-230,+162,-333,+250,0.6489208633093525,,,,,,,,
False,2017-11-04,jorge masvidal,stephen thompson,59%,41%,+132,-152,+163,-188,-,-,+130,-180,+150,-188,0.4167769251124636,,,,,,,,
False,2017-11-04,rose namajunas,joanna jedrzejczyk,63%,37%,+315,-380,+500,-700,-,-,+325,-500,+450,-649,0.2333495381623724,,,,,,,,
False,2017-11-04,tj dillashaw,cody garbrandt,54%,46%,+135,-155,+180,-220,-,-,+140,-190,+150,-188,0.4117884537747275,,,,,,,,
False,2017-11-04,georges st-pierre,michael bisping,38%,62%,-118,-102,-110,-110,-,-,-115,-115,-120,-105,0.5173641257162701,,,,,,,,
False,2017-11-11,karl roberson,darren stewart,50%,50%,-173,+148,-225,+188,-,-,-230,+165,-225,+175,0.6111332687596148,,,,,,,,
False,2017-11-11,marcel fortuna,jake collier,44%,56%,-200,+170,-250,+200,-,-,-250,+180,-250,+200,0.6428571428571429,,,,,,,,
False,2017-11-11,sean strickland,court mcgee,48%,52%,-210,+180,-333,+250,-,-,-250,+180,-300,+230,0.6547884187082406,,,,,,,,
False,2017-11-11,nina nunes,angela hill,58%,42%,+165,-190,+140,-170,-,-,+150,-200,+150,-188,0.36546943919344677,,,,,,,,
False,2017-11-11,michel quinones,sage northcutt,60%,40%,+170,-200,+170,-200,-,-,+130,-180,+138,-175,0.35714285714285715,,,,,,,,
False,2017-11-11,viviane pereira,tatiana suarez,45%,55%,+190,-225,+240,-300,-,-,+215,-305,+230,-300,0.33248081841432225,,,,,,,,
False,2017-11-11,marlon moraes,john dodson,48%,52%,+105,-125,+120,-143,-,-,-106,-125,+105,-143,0.4675324675324675,,,,,,,,
False,2017-11-11,clay guida,joe lauzon,50%,50%,+105,-125,-125,+100,-,-,-125,-106,-120,-105,0.4675324675324675,,,,,,,,
False,2017-11-11,matthew lopez,raphael assuncao,63%,37%,+210,-250,+300,-400,-,-,+250,-360,+260,-350,0.31111111111111106,,,,,,,,
False,2017-11-11,cezar ferreira,nate marquardt,38%,62%,-210,+180,-300,+240,-,-,-305,+215,-300,+225,0.6547884187082406,,,,,,,,
False,2017-11-11,andrei arlovski,junior albini,60%,40%,+185,-220,+250,-333,-,-,+215,-305,+220,-333,0.337909186906019,,,,,,,,
False,2017-11-11,anthony pettis,dustin poirier,66%,34%,-125,+105,-110,-110,-,-,-125,-106,-110,-110,0.5324675324675325,,,,,,,,
False,2017-11-11,diego sanchez,matt brown,56%,44%,+225,-265,+300,-400,-,-,+275,-400,+260,-350,0.2976554536187564,,,,,,,,
False,2017-11-18,adam wieczorek,anthony hamilton,56%,44%,-155,+135,-175,+150,-,-,-180,+140,-163,+130,0.5882115462252725,,,,,,,,
False,2017-11-18,eric shelton,jenel lausa,37%,63%,-350,+285,-400,+300,-,-,-400,+300,-400,+300,0.7496522948539639,,,,,,,,
False,2017-11-18,nadia kassem,alex chambers,51%,49%,-150,+130,-188,+163,-,-,-180,+140,-188,+150,0.5798319327731092,,,,,,,,
False,2017-11-18,frank camacho,damien brown,51%,49%,-125,+105,-143,+120,-,-,-150,+120,-138,+110,0.5324675324675325,,,,,,,,
False,2017-11-18,rashad coulter,tai tuivasa,55%,45%,+150,-175,+163,-188,-,-,+150,-190,+150,-188,0.3859649122807018,,,,,,,,
False,2017-11-18,will brooks,nik lentz,54%,46%,-350,+285,-450,+350,-,-,-670,+400,-549,+400,0.7496522948539639,,,,,,,,
False,2017-11-18,ashkan mokhtarian,ryan benoit,47%,53%,+195,-230,+240,-300,-,-,+200,-278,+210,-275,0.32721864154685176,,,,,,,,
False,2017-11-18,shane young,alexander volkanovski,49%,51%,+420,-550,+500,-700,-,-,+450,-770,+450,-649,0.18518518518518517,,,,,,,,
False,2017-11-18,daniel kelly,elias theodorou,65%,35%,+205,-240,+250,-333,-,-,+200,-278,+260,-350,0.3171641791044776,,,,,,,,
False,2017-11-18,bojan velickovic,jake matthews,55%,45%,+140,-160,+125,-150,-,-,+110,-150,+120,-150,0.40372670807453415,,,,,,,,
False,2017-11-18,belal muhammad,tim means,45%,55%,+220,-260,+180,-220,-,-,+180,-250,+175,-225,0.3020134228187919,,,,,,,,
False,2017-11-18,jessica-rose clark,bec rawlings,60%,40%,+125,-145,+110,-138,-,-,+120,-162,+120,-150,0.42888402625820565,,,,,,,,
False,2017-11-18,marcin tybura,fabricio werdum,46%,54%,+275,-325,+275,-350,-,-,+275,-400,+260,-350,0.25855513307984795,,,,,,,,
False,2017-11-25,cyril asker,hu yaozong,41%,59%,-250,+210,-250,+200,-278,+215,-,-,-275,+210,0.6888888888888889,,,,,,,,
False,2017-11-25,rolando dy,wuliji buren,50%,50%,-165,+145,-163,+138,-162,+130,-180,+130,-163,+130,0.6040343668285393,,,,,,,,
False,2017-11-25,gina mazany,wu yanan,44%,56%,-129,+109,+110,-138,+114,-148,-150,+110,+110,-138,0.5407232105252603,,,,,,,,
False,2017-11-25,shamil abdurakhimov,chase sherman,41%,59%,-147,+127,-125,+100,-137,+110,-150,+110,-138,+110,0.5746439580499061,,,,,,,,
False,2017-11-25,bharat kandare,song yadong,40%,60%,+115,-135,+125,-150,+120,-150,-,-,+120,-150,0.447405997144217,,,,,,,,
False,2017-11-25,yan xiaonan,kailin curran,64%,36%,-128,+108,-150,+125,-150,+120,-150,+110,-150,+120,0.5386856587892521,,,,,,,,
False,2017-11-25,bobby nash,song kenan,43%,57%,-235,+200,-333,+250,-335,+250,-345,+240,-350,+260,0.6778846153846154,,,,,,,,
False,2017-11-25,sheymon moraes,zabit magomedsharipov,58%,42%,+325,-390,+400,-550,+400,-590,+350,-590,+350,-500,0.22817229336437717,,,,,,,,
False,2017-11-25,alex garcia,muslim salikhov,51%,49%,+147,-172,+175,-210,+180,-230,+150,-200,+175,-250,0.39033350553929164,,,,,,,,
False,2017-11-25,alex caceres,wang guan,34%,66%,-175,+150,-143,+120,-150,+120,-190,+140,-163,+130,0.6140350877192983,,,,,,,,
False,2017-11-25,zak ottow,li jingliang,41%,59%,+147,-172,+163,-188,+150,-190,+140,-190,+150,-188,0.39033350553929164,,,,,,,,
False,2017-11-25,kelvin gastelum,michael bisping,48%,52%,-240,+205,-300,+240,-278,+225,-345,+240,-250,+200,0.6828358208955224,,,,,,,,
False,2017-12-01,emily whitmire,gillian robertson,39%,61%,-190,+165,-188,+163,-200,+160,-200,+160,-188,+150,0.6345305608065531,,,,,,,,
False,2017-12-01,shana dobson,ariel beck,6%,94%,-225,+190,-188,+163,-200,+160,-200,+160,-225,+175,0.6675191815856777,,,,,,,,
False,2017-12-01,rachael ostovich,karine gevorgyan,38%,62%,-365,+300,-450,+350,-500,+350,-500,+350,-400,+300,0.7584415584415585,,,,,,,,
False,2017-12-01,ryan janes,andrew sanchez,59%,41%,+345,-415,+400,-550,+400,-590,+400,-590,+350,-500,0.2180586429554356,,,,,,,,
False,2017-12-01,montana de la rosa,christina marks,45%,55%,-360,+295,-400,+300,-400,+300,-400,+300,-400,+300,0.7555791710945803,,,,,,,,
False,2017-12-01,brett johns,joe soto,40%,60%,-210,+180,-160,+130,-180,+140,-180,+140,-188,+150,0.6547884187082406,,,,,,,,
False,2017-12-01,melinda fabian,deanna bennett,53%,47%,+350,-450,+400,-550,+350,-500,+350,-500,+350,-500,0.21359223300970873,,,,,,,,
False,2017-12-01,gerald meerschaert,eric spicely,43%,57%,-180,+155,-188,+163,-190,+150,-190,+150,-188,+150,0.6211096075778079,,,,,,,,
False,2017-12-01,terrion ware,sean o'malley,58%,42%,+205,-240,+220,-275,+195,-250,+195,-250,+200,-250,0.3171641791044776,,,,,,,,
False,2017-12-01,lauren murphy,barb honchak,57%,43%,+200,-235,+188,-225,+195,-250,+195,-250,+175,-225,0.32211538461538464,,,,,,,,
False,2017-12-01,roxanne modafferi,nicco montano,64%,36%,+175,-205,+175,-210,+165,-200,+165,-200,+163,-200,0.3510791366906475,,,,,,,,
False,2017-12-02,allen crowder,justin willis,44%,56%,+170,-195,+180,-220,+180,-230,+180,-230,+175,-225,0.3590992087644553,,,,,,,,
False,2017-12-02,dominick reyes,jeremy kimball,36%,64%,-390,+325,-550,+400,-590,+400,-590,+400,-500,+350,0.7718277066356227,,,,,,,,
False,2017-12-02,abdul razak alhassan,sabah homasi,52%,48%,-225,+190,-250,+200,-278,+215,-278,+215,-250,+200,0.6675191815856777,,,,,,,,
False,2017-12-02,angela magana,amanda cooper,61%,39%,+250,-300,+400,-550,+350,-500,+350,-500,+400,-599,0.27586206896551724,,,,,,,,
False,2017-12-02,cortney casey,felice herrig,45%,55%,+130,-150,+100,-125,+100,-124,+100,-124,+110,-138,0.42016806722689076,,,,,,,,
False,2017-12-02,drakkar klose,david teymur,41%,59%,+135,-155,+110,-138,+110,-137,+110,-137,+138,-175,0.4117884537747275,,,,,,,,
False,2017-12-02,yancy medeiros,alex oliveira,53%,47%,+158,-183,+300,-400,+230,-305,+230,-305,+200,-250,0.3747649442487486,,,,,,,,
False,2017-12-02,paul felder,charles oliveira,57%,43%,-137,+117,+125,-150,+110,-137,+110,-137,-110,-110,0.5564206704224298,,,,,,,,
False,2017-12-02,michelle waterson,tecia torres,35%,65%,+135,-155,+200,-250,+195,-250,+195,-250,+195,-286,0.4117884537747275,,,,,,,,
False,2017-12-02,justin gaethje,eddie alvarez,46%,54%,-175,+150,-175,+150,-190,+150,-190,+150,-188,+150,0.6140350877192983,,,,,,,,
False,2017-12-02,sergio pettis,henry cejudo,44%,56%,+190,-225,+250,-333,+230,-305,+230,-305,+225,-275,0.33248081841432225,,,,,,,,
False,2017-12-02,francis ngannou,alistair overeem,43%,57%,-190,+165,-250,+200,-225,+175,-225,+175,-225,+188,0.6345305608065531,,,,,,,,
False,2017-12-02,jose aldo,max holloway,48%,52%,+255,-305,+225,-275,+205,-250,+205,-250,+225,-300,0.2722231557721391,,,,,,,,
False,2017-12-09,antonio braga neto,trevin giles,57%,43%,+180,-210,+225,-275,+215,-278,+215,-278,+210,-275,0.3452115812917595,,,,,,,,
False,2017-12-09,chris gruetzemacher,davi ramos,54%,46%,+205,-240,+300,-400,+325,-455,+325,-455,+300,-400,0.3171641791044776,,,,,,,,
False,2017-12-09,alejandro perez,iuri alcantara,59%,41%,+157,-182,+163,-188,+160,-200,+160,-200,+175,-225,0.3761303918691813,,,,,,,,
False,2017-12-09,frankie saenz,merab dvalishvili,66%,34%,+113,-133,+170,-200,+160,-200,+160,-200,+140,-188,0.4512967518255245,,,,,,,,
False,2017-12-09,carls john de tomas,alex perez,38%,62%,+208,-243,+300,-400,+325,-455,+325,-455,+300,-400,0.31426372498717287,,,,,,,,
False,2017-12-09,andre soukhamthath,luke sanders,43%,57%,+175,-205,+250,-333,+230,-305,+230,-305,+210,-275,0.3510791366906475,,,,,,,,
False,2017-12-09,liz carmouche,alexis davis,60%,40%,-173,+148,-125,+100,-124,+100,-124,+100,-138,+110,0.6111332687596148,,,,,,,,
False,2017-12-09,benito lopez,albert morales,34%,66%,-110,-110,-125,+100,-124,+100,-124,+100,-120,-105,0.5,,,,,,,,
False,2017-12-09,markus perez,eryk anders,67%,33%,+230,-270,+350,-450,+350,-500,+350,-500,+300,-400,0.2934179222839017,,,,,,,,
False,2017-12-09,darrell horcher,scott holtzman,49%,51%,-105,-115,+120,-143,+120,-150,+120,-150,+110,-138,0.4891657638136511,,,,,,,,
False,2017-12-09,aljamain sterling,marlon moraes,57%,43%,+135,-155,+130,-160,+120,-150,+120,-150,+125,-150,0.4117884537747275,,,,,,,,
False,2017-12-09,brian ortega,cub swanson,4%,96%,+100,-120,-110,-110,-112,-106,-112,-106,-110,-110,0.4782608695652174,,,,,,,,
False,2017-12-09,gabriel benitez,jason knight,67%,33%,+245,-285,+250,-333,+250,-335,+250,-335,+250,-333,0.28138132651196784,,,,,,,,
False,2017-12-16,erick silva,jordan mein,54%,46%,+141,-161,-,-,-,-,+130,-162,-,-,0.40215096839802167,,,,,,,,
False,2017-12-16,oluwale bamgbose,alessio di chirico,11%,89%,-120,+100,+110,-138,+100,-124,+120,-150,+100,-125,0.5217391304347826,,,,,,,,
False,2017-12-16,abel trujillo,john makdessi,31%,69%,-120,+100,-175,+150,-180,+140,-180,+140,-188,+150,0.5217391304347826,,,,,,,,
False,2017-12-16,danny roberts,nordine taleb,51%,49%,+118,-138,+140,-170,+120,-150,+120,-150,+120,-150,0.4416895553411031,,,,,,,,
False,2017-12-16,galore bofando,chad laprise,53%,47%,-105,-115,+125,-150,+130,-162,+130,-162,+130,-163,0.4891657638136511,,,,,,,,
False,2017-12-16,darren stewart,julian marquez,96%,4%,+240,-280,+300,-400,+275,-360,+275,-360,+260,-350,0.2852852852852853,,,,,,,,
False,2017-12-16,jared cannonier,jan blachowicz,51%,49%,-200,+170,-188,+163,-200,+160,-200,+160,-188,+150,0.6428571428571429,,,,,,,,
False,2017-12-16,misha cirkunov,glover teixeira,42%,58%,-125,+105,-163,+138,-180,+140,-180,+140,-150,+120,0.5324675324675325,,,,,,,,
False,2017-12-16,mike perry,santiago ponzinibbio,50%,50%,+162,-187,+140,-170,+130,-162,+130,-162,+140,-175,0.36939789430329245,,,,,,,,
False,2017-12-16,josh emmett,ricardo lamas,51%,49%,+205,-240,+225,-275,+215,-278,+215,-278,+210,-275,0.3171641791044776,,,,,,,,
False,2017-12-16,rafael dos anjos,robbie lawler,47%,53%,+100,-120,-125,+100,-112,-106,-112,-106,-120,-105,0.4782608695652174,,,,,,,,
True,2017-12-16,pietro menga,tim elliott,,,,,,,,,,,,,,,,,,,,,
False,2017-12-30,mark de la rosa,tim elliott,56%,44%,+180,-210,+180,-220,+160,-200,-,-,+175,-225,0.3452115812917595,,,,,,,,
False,2017-12-30,matheus nicolau,louis smolka,7%,93%,-355,+290,-225,+188,-230,+180,-,-,-225,+175,0.7526501766784454,,,,,,,,
False,2017-12-30,omari akhmedov,marvin vettori,56%,44%,+195,-230,+180,-220,+195,-250,-,-,+175,-225,0.32721864154685176,,,,,,,,
False,2017-12-30,ricky glenn,myles jury,42%,58%,+210,-250,+150,-200,+195,-250,-,-,+150,-188,0.31111111111111106,,,,,,,,
